country,year,di_state,no_RandR
Lithuania,2007,Special./Indp.,No Crisis Data
Luxembourg,1970,No Explicit DI,No Crisis Data
Luxembourg,1971,No Explicit DI,No Crisis Data
Luxembourg,1972,No Explicit DI,No Crisis Data
Luxembourg,1973,No Explicit DI,No Crisis Data
Luxembourg,1974,No Explicit DI,No Crisis Data
Luxembourg,1975,No Explicit DI,No Crisis Data
Luxembourg,1976,No Explicit DI,No Crisis Data
Luxembourg,1977,No Explicit DI,No Crisis Data
Luxembourg,1978,No Explicit DI,No Crisis Data
Luxembourg,1979,No Explicit DI,No Crisis Data
Luxembourg,1980,No Explicit DI,No Crisis Data
Luxembourg,1981,No Explicit DI,No Crisis Data
Luxembourg,1982,No Explicit DI,No Crisis Data
Luxembourg,1983,No Explicit DI,No Crisis Data
Luxembourg,1984,No Explicit DI,No Crisis Data
Luxembourg,1985,No Explicit DI,No Crisis Data
Luxembourg,1986,No Explicit DI,No Crisis Data
Luxembourg,1987,No Explicit DI,No Crisis Data
Luxembourg,1988,No Explicit DI,No Crisis Data
Luxembourg,1989,Special./Indp.,No Crisis Data
Luxembourg,1990,Special./Indp.,No Crisis Data
Luxembourg,1991,Special./Indp.,No Crisis Data
Luxembourg,1992,Special./Indp.,No Crisis Data
Luxembourg,1993,Special./Indp.,No Crisis Data
Luxembourg,1994,Special./Indp.,No Crisis Data
Luxembourg,1995,Special./Indp.,No Crisis Data
Luxembourg,1996,Special./Indp.,No Crisis Data
Luxembourg,1997,Special./Indp.,No Crisis Data
Luxembourg,1998,Special./Indp.,No Crisis Data
Luxembourg,1999,Special./Indp.,No Crisis Data
Luxembourg,2000,Special./Indp.,No Crisis Data
Luxembourg,2001,Special./Indp.,No Crisis Data
Luxembourg,2002,Special./Indp.,No Crisis Data
Luxembourg,2003,Special./Indp.,No Crisis Data
Luxembourg,2004,Special./Indp.,No Crisis Data
Luxembourg,2005,Special./Indp.,No Crisis Data
Luxembourg,2006,Special./Indp.,No Crisis Data
Luxembourg,2007,Special./Indp.,No Crisis Data
Macedonia,1991,No Explicit DI,No Crisis Data
Macedonia,1992,No Explicit DI,No Crisis Data
Macedonia,1993,No Explicit DI,No Crisis Data
Macedonia,1994,No Explicit DI,No Crisis Data
Macedonia,1995,No Explicit DI,No Crisis Data
Macedonia,1996,Special./Indp.,No Crisis Data
Macedonia,1997,Special./Indp.,No Crisis Data
Macedonia,1998,Special./Indp.,No Crisis Data
Macedonia,1999,Special./Indp.,No Crisis Data
Macedonia,2000,Special./Indp.,No Crisis Data
Macedonia,2001,Special./Indp.,No Crisis Data
Macedonia,2002,Special./Indp.,No Crisis Data
Macedonia,2003,Special./Indp.,No Crisis Data
Macedonia,2004,Special./Indp.,No Crisis Data
Macedonia,2005,Special./Indp.,No Crisis Data
Macedonia,2006,Special./Indp.,No Crisis Data
Macedonia,2007,Special./Indp.,No Crisis Data
Madagascar,1970,No Explicit DI,No Crisis Data
Madagascar,1971,No Explicit DI,No Crisis Data
Madagascar,1972,No Explicit DI,No Crisis Data
Madagascar,1973,No Explicit DI,No Crisis Data
Madagascar,1974,No Explicit DI,No Crisis Data
Madagascar,1975,No Explicit DI,No Crisis Data
Madagascar,1976,No Explicit DI,No Crisis Data
Madagascar,1977,No Explicit DI,No Crisis Data
Madagascar,1978,No Explicit DI,No Crisis Data
Madagascar,1979,No Explicit DI,No Crisis Data
Madagascar,1980,No Explicit DI,No Crisis Data
Madagascar,1981,No Explicit DI,No Crisis Data
Madagascar,1982,No Explicit DI,No Crisis Data
Madagascar,1983,No Explicit DI,No Crisis Data
Madagascar,1984,No Explicit DI,No Crisis Data
Madagascar,1985,No Explicit DI,No Crisis Data
Madagascar,1986,No Explicit DI,No Crisis Data
Madagascar,1987,No Explicit DI,No Crisis Data
Madagascar,1988,No Explicit DI,No Crisis Data
Madagascar,1989,No Explicit DI,No Crisis Data
Madagascar,1990,No Explicit DI,No Crisis Data
Madagascar,1991,No Explicit DI,No Crisis Data
Madagascar,1992,No Explicit DI,No Crisis Data
Madagascar,1993,No Explicit DI,No Crisis Data
Madagascar,1994,No Explicit DI,No Crisis Data
Madagascar,1995,No Explicit DI,No Crisis Data
Madagascar,1996,No Explicit DI,No Crisis Data
Madagascar,1997,No Explicit DI,No Crisis Data
Madagascar,1998,No Explicit DI,No Crisis Data
Madagascar,1999,No Explicit DI,No Crisis Data
Madagascar,2000,No Explicit DI,No Crisis Data
Madagascar,2001,No Explicit DI,No Crisis Data
Madagascar,2002,No Explicit DI,No Crisis Data
Madagascar,2003,No Explicit DI,No Crisis Data
Madagascar,2004,No Explicit DI,No Crisis Data
Madagascar,2005,No Explicit DI,No Crisis Data
Madagascar,2006,No Explicit DI,No Crisis Data
Madagascar,2007,No Explicit DI,No Crisis Data
Malawi,1970,No Explicit DI,No Crisis Data
Malawi,1971,No Explicit DI,No Crisis Data
Malawi,1972,No Explicit DI,No Crisis Data
Malawi,1973,No Explicit DI,No Crisis Data
Malawi,1974,No Explicit DI,No Crisis Data
Malawi,1975,No Explicit DI,No Crisis Data
Malawi,1976,No Explicit DI,No Crisis Data
Malawi,1977,No Explicit DI,No Crisis Data
Malawi,1978,No Explicit DI,No Crisis Data
Malawi,1979,No Explicit DI,No Crisis Data
Malawi,1980,No Explicit DI,No Crisis Data
Malawi,1981,No Explicit DI,No Crisis Data
Malawi,1982,No Explicit DI,No Crisis Data
Malawi,1983,No Explicit DI,No Crisis Data
Malawi,1984,No Explicit DI,No Crisis Data
Malawi,1985,No Explicit DI,No Crisis Data
Malawi,1986,No Explicit DI,No Crisis Data
Malawi,1987,No Explicit DI,No Crisis Data
Malawi,1988,No Explicit DI,No Crisis Data
Malawi,1989,No Explicit DI,No Crisis Data
Malawi,1990,No Explicit DI,No Crisis Data
Malawi,1991,No Explicit DI,No Crisis Data
Malawi,1992,No Explicit DI,No Crisis Data
Malawi,1993,No Explicit DI,No Crisis Data
Malawi,1994,No Explicit DI,No Crisis Data
Malawi,1995,No Explicit DI,No Crisis Data
Malawi,1996,No Explicit DI,No Crisis Data
Malawi,1997,No Explicit DI,No Crisis Data
Malawi,1998,No Explicit DI,No Crisis Data
Malawi,1999,No Explicit DI,No Crisis Data
Malawi,2000,No Explicit DI,No Crisis Data
Malawi,2001,No Explicit DI,No Crisis Data
Malawi,2002,No Explicit DI,No Crisis Data
Malawi,2003,No Explicit DI,No Crisis Data
Malawi,2004,No Explicit DI,No Crisis Data
Malawi,2005,No Explicit DI,No Crisis Data
Malawi,2006,No Explicit DI,No Crisis Data
Malawi,2007,No Explicit DI,No Crisis Data
Malaysia,1970,No Explicit DI,Data Available
Malaysia,1971,No Explicit DI,Data Available
Malaysia,1972,No Explicit DI,Data Available
Malaysia,1973,No Explicit DI,Data Available
Malaysia,1974,No Explicit DI,Data Available
Malaysia,1975,No Explicit DI,Data Available
Malaysia,1976,No Explicit DI,Data Available
Malaysia,1977,No Explicit DI,Data Available
Malaysia,1978,No Explicit DI,Data Available
Malaysia,1979,No Explicit DI,Data Available
Malaysia,1980,No Explicit DI,Data Available
Malaysia,1981,No Explicit DI,Data Available
Malaysia,1982,No Explicit DI,Data Available
Malaysia,1983,No Explicit DI,Data Available
Malaysia,1984,No Explicit DI,Data Available
Malaysia,1985,No Explicit DI,Data Available
Malaysia,1986,No Explicit DI,Data Available
Malaysia,1987,No Explicit DI,Data Available
Malaysia,1988,No Explicit DI,Data Available
Malaysia,1989,No Explicit DI,Data Available
Malaysia,1990,No Explicit DI,Data Available
Malaysia,1991,No Explicit DI,Data Available
Malaysia,1992,No Explicit DI,Data Available
Malaysia,1993,No Explicit DI,Data Available
Malaysia,1994,No Explicit DI,Data Available
Malaysia,1995,No Explicit DI,Data Available
Malaysia,1996,No Explicit DI,Data Available
Malaysia,1997,No Explicit DI,Data Available
Malaysia,1998,Ministry of Finance,Data Available
Malaysia,1999,Ministry of Finance,Data Available
Malaysia,2000,Ministry of Finance,Data Available
Malaysia,2001,Ministry of Finance,Data Available
Malaysia,2002,Ministry of Finance,Data Available
Malaysia,2003,Ministry of Finance,Data Available
Malaysia,2004,Ministry of Finance,Data Available
Malaysia,2005,Ministry of Finance,Data Available
Malaysia,2006,Special./Indp.,Data Available
Malaysia,2007,Special./Indp.,Data Available
Maldives,1970,No Explicit DI,No Crisis Data
Maldives,1971,No Explicit DI,No Crisis Data
Maldives,1972,No Explicit DI,No Crisis Data
Maldives,1973,No Explicit DI,No Crisis Data
Maldives,1974,No Explicit DI,No Crisis Data
Maldives,1975,No Explicit DI,No Crisis Data
Maldives,1976,No Explicit DI,No Crisis Data
Maldives,1977,No Explicit DI,No Crisis Data
Maldives,1978,No Explicit DI,No Crisis Data
Maldives,1979,No Explicit DI,No Crisis Data
Maldives,1980,No Explicit DI,No Crisis Data
Maldives,1981,No Explicit DI,No Crisis Data
Maldives,1982,No Explicit DI,No Crisis Data
Maldives,1983,No Explicit DI,No Crisis Data
Maldives,1984,No Explicit DI,No Crisis Data
Maldives,1985,No Explicit DI,No Crisis Data
Maldives,1986,No Explicit DI,No Crisis Data
Maldives,1987,No Explicit DI,No Crisis Data
Maldives,1988,No Explicit DI,No Crisis Data
Maldives,1989,No Explicit DI,No Crisis Data
Maldives,1990,No Explicit DI,No Crisis Data
Maldives,1991,No Explicit DI,No Crisis Data
Maldives,1992,No Explicit DI,No Crisis Data
Maldives,1993,No Explicit DI,No Crisis Data
Maldives,1994,No Explicit DI,No Crisis Data
Maldives,1995,No Explicit DI,No Crisis Data
Maldives,1996,No Explicit DI,No Crisis Data
Maldives,1997,No Explicit DI,No Crisis Data
Maldives,1998,No Explicit DI,No Crisis Data
Maldives,1999,No Explicit DI,No Crisis Data
Maldives,2000,No Explicit DI,No Crisis Data
Maldives,2001,No Explicit DI,No Crisis Data
Maldives,2002,No Explicit DI,No Crisis Data
Maldives,2003,No Explicit DI,No Crisis Data
Maldives,2004,No Explicit DI,No Crisis Data
Maldives,2005,No Explicit DI,No Crisis Data
Maldives,2006,No Explicit DI,No Crisis Data
Maldives,2007,No Explicit DI,No Crisis Data
Mali,1970,No Explicit DI,No Crisis Data
Mali,1971,No Explicit DI,No Crisis Data
Mali,1972,No Explicit DI,No Crisis Data
Mali,1973,No Explicit DI,No Crisis Data
Mali,1974,No Explicit DI,No Crisis Data
Mali,1975,No Explicit DI,No Crisis Data
Mali,1976,No Explicit DI,No Crisis Data
Mali,1977,No Explicit DI,No Crisis Data
Mali,1978,No Explicit DI,No Crisis Data
Mali,1979,No Explicit DI,No Crisis Data
Mali,1980,No Explicit DI,No Crisis Data
Mali,1981,No Explicit DI,No Crisis Data
Mali,1982,No Explicit DI,No Crisis Data
Mali,1983,No Explicit DI,No Crisis Data
Mali,1984,No Explicit DI,No Crisis Data
Mali,1985,No Explicit DI,No Crisis Data
Mali,1986,No Explicit DI,No Crisis Data
Mali,1987,No Explicit DI,No Crisis Data
Mali,1988,No Explicit DI,No Crisis Data
Mali,1989,No Explicit DI,No Crisis Data
Mali,1990,No Explicit DI,No Crisis Data
Mali,1991,No Explicit DI,No Crisis Data
Mali,1992,No Explicit DI,No Crisis Data
Mali,1993,No Explicit DI,No Crisis Data
Mali,1994,No Explicit DI,No Crisis Data
Mali,1995,No Explicit DI,No Crisis Data
Mali,1996,No Explicit DI,No Crisis Data
Mali,1997,No Explicit DI,No Crisis Data
Mali,1998,No Explicit DI,No Crisis Data
Mali,1999,No Explicit DI,No Crisis Data
Mali,2000,No Explicit DI,No Crisis Data
Mali,2001,No Explicit DI,No Crisis Data
Mali,2002,No Explicit DI,No Crisis Data
Mali,2003,No Explicit DI,No Crisis Data
Mali,2004,No Explicit DI,No Crisis Data
Mali,2005,No Explicit DI,No Crisis Data
Mali,2006,No Explicit DI,No Crisis Data
Mali,2007,No Explicit DI,No Crisis Data
Malta,1970,No Explicit DI,No Crisis Data
Malta,1971,No Explicit DI,No Crisis Data
Malta,1972,No Explicit DI,No Crisis Data
Malta,1973,No Explicit DI,No Crisis Data
Malta,1974,No Explicit DI,No Crisis Data
Malta,1975,No Explicit DI,No Crisis Data
Malta,1976,No Explicit DI,No Crisis Data
Malta,1977,No Explicit DI,No Crisis Data
Malta,1978,No Explicit DI,No Crisis Data
Malta,1979,No Explicit DI,No Crisis Data
Malta,1980,No Explicit DI,No Crisis Data
Malta,1981,No Explicit DI,No Crisis Data
Malta,1982,No Explicit DI,No Crisis Data
Malta,1983,No Explicit DI,No Crisis Data
Malta,1984,No Explicit DI,No Crisis Data
Malta,1985,No Explicit DI,No Crisis Data
Malta,1986,No Explicit DI,No Crisis Data
Malta,1987,No Explicit DI,No Crisis Data
Malta,1988,No Explicit DI,No Crisis Data
Malta,1989,No Explicit DI,No Crisis Data
Malta,1990,No Explicit DI,No Crisis Data
Malta,1991,No Explicit DI,No Crisis Data
Malta,1992,No Explicit DI,No Crisis Data
Malta,1993,No Explicit DI,No Crisis Data
Malta,1994,No Explicit DI,No Crisis Data
Malta,1995,No Explicit DI,No Crisis Data
Malta,1996,No Explicit DI,No Crisis Data
Malta,1997,No Explicit DI,No Crisis Data
Malta,1998,No Explicit DI,No Crisis Data
Malta,1999,No Explicit DI,No Crisis Data
Malta,2000,No Explicit DI,No Crisis Data
Malta,2001,No Explicit DI,No Crisis Data
Malta,2002,No Explicit DI,No Crisis Data
Malta,2003,Special./Indp.,No Crisis Data
Malta,2004,Special./Indp.,No Crisis Data
Malta,2005,Special./Indp.,No Crisis Data
Malta,2006,Special./Indp.,No Crisis Data
Malta,2007,Special./Indp.,No Crisis Data
Marshall Islands,1991,Special./Indp.,No Crisis Data
Marshall Islands,1992,Special./Indp.,No Crisis Data
Marshall Islands,1993,Special./Indp.,No Crisis Data
Marshall Islands,1994,Special./Indp.,No Crisis Data
Marshall Islands,1995,Special./Indp.,No Crisis Data
Marshall Islands,1996,Special./Indp.,No Crisis Data
Marshall Islands,1997,Special./Indp.,No Crisis Data
Marshall Islands,1998,Special./Indp.,No Crisis Data
Marshall Islands,1999,Special./Indp.,No Crisis Data
Marshall Islands,2000,Special./Indp.,No Crisis Data
Marshall Islands,2001,Special./Indp.,No Crisis Data
Marshall Islands,2002,Special./Indp.,No Crisis Data
Marshall Islands,2003,Special./Indp.,No Crisis Data
Marshall Islands,2004,Special./Indp.,No Crisis Data
Marshall Islands,2005,Special./Indp.,No Crisis Data
Marshall Islands,2006,Special./Indp.,No Crisis Data
Marshall Islands,2007,Special./Indp.,No Crisis Data
Mauritania,1970,No Explicit DI,No Crisis Data
Mauritania,1971,No Explicit DI,No Crisis Data
Mauritania,1972,No Explicit DI,No Crisis Data
Mauritania,1973,No Explicit DI,No Crisis Data
Mauritania,1974,No Explicit DI,No Crisis Data
Mauritania,1975,No Explicit DI,No Crisis Data
Mauritania,1976,No Explicit DI,No Crisis Data
Mauritania,1977,No Explicit DI,No Crisis Data
Mauritania,1978,No Explicit DI,No Crisis Data
Mauritania,1979,No Explicit DI,No Crisis Data
Mauritania,1980,No Explicit DI,No Crisis Data
Mauritania,1981,No Explicit DI,No Crisis Data
Mauritania,1982,No Explicit DI,No Crisis Data
Mauritania,1983,No Explicit DI,No Crisis Data
Mauritania,1984,No Explicit DI,No Crisis Data
Mauritania,1985,No Explicit DI,No Crisis Data
Mauritania,1986,No Explicit DI,No Crisis Data
Mauritania,1987,No Explicit DI,No Crisis Data
Mauritania,1988,No Explicit DI,No Crisis Data
Mauritania,1989,No Explicit DI,No Crisis Data
Mauritania,1990,No Explicit DI,No Crisis Data
Mauritania,1991,No Explicit DI,No Crisis Data
Mauritania,1992,No Explicit DI,No Crisis Data
Mauritania,1993,No Explicit DI,No Crisis Data
Mauritania,1994,No Explicit DI,No Crisis Data
Mauritania,1995,No Explicit DI,No Crisis Data
Mauritania,1996,No Explicit DI,No Crisis Data
Mauritania,1997,No Explicit DI,No Crisis Data
Mauritania,1998,No Explicit DI,No Crisis Data
Mauritania,1999,No Explicit DI,No Crisis Data
Mauritania,2000,No Explicit DI,No Crisis Data
Mauritania,2001,No Explicit DI,No Crisis Data
Mauritania,2002,No Explicit DI,No Crisis Data
Mauritania,2003,No Explicit DI,No Crisis Data
Mauritania,2004,No Explicit DI,No Crisis Data
Mauritania,2005,No Explicit DI,No Crisis Data
Mauritania,2006,No Explicit DI,No Crisis Data
Mauritania,2007,No Explicit DI,No Crisis Data
Mauritius,1970,No Explicit DI,Data Available
Mauritius,1971,No Explicit DI,Data Available
Mauritius,1972,No Explicit DI,Data Available
Mauritius,1973,No Explicit DI,Data Available
Mauritius,1974,No Explicit DI,Data Available
Mauritius,1975,No Explicit DI,Data Available
Mauritius,1976,No Explicit DI,Data Available
Mauritius,1977,No Explicit DI,Data Available
Mauritius,1978,No Explicit DI,Data Available
Mauritius,1979,No Explicit DI,Data Available
Mauritius,1980,No Explicit DI,Data Available
Mauritius,1981,No Explicit DI,Data Available
Mauritius,1982,No Explicit DI,Data Available
Mauritius,1983,No Explicit DI,Data Available
Mauritius,1984,No Explicit DI,Data Available
Mauritius,1985,No Explicit DI,Data Available
Mauritius,1986,No Explicit DI,Data Available
Mauritius,1987,No Explicit DI,Data Available
Mauritius,1988,No Explicit DI,Data Available
Mauritius,1989,No Explicit DI,Data Available
Mauritius,1990,No Explicit DI,Data Available
Mauritius,1991,No Explicit DI,Data Available
Mauritius,1992,No Explicit DI,Data Available
Mauritius,1993,No Explicit DI,Data Available
Mauritius,1994,No Explicit DI,Data Available
Mauritius,1995,No Explicit DI,Data Available
Mauritius,1996,No Explicit DI,Data Available
Mauritius,1997,No Explicit DI,Data Available
Mauritius,1998,No Explicit DI,Data Available
Mauritius,1999,No Explicit DI,Data Available
Mauritius,2000,No Explicit DI,Data Available
Mauritius,2001,No Explicit DI,Data Available
Mauritius,2002,No Explicit DI,Data Available
Mauritius,2003,No Explicit DI,Data Available
Mauritius,2004,No Explicit DI,Data Available
Mauritius,2005,No Explicit DI,Data Available
Mauritius,2006,No Explicit DI,Data Available
Mauritius,2007,No Explicit DI,Data Available
Mexico,1970,No Explicit DI,Data Available
Mexico,1971,No Explicit DI,Data Available
Mexico,1972,No Explicit DI,Data Available
Mexico,1973,No Explicit DI,Data Available
Mexico,1974,No Explicit DI,Data Available
Mexico,1975,No Explicit DI,Data Available
Mexico,1976,No Explicit DI,Data Available
Mexico,1977,No Explicit DI,Data Available
Mexico,1978,No Explicit DI,Data Available
Mexico,1979,No Explicit DI,Data Available
Mexico,1980,No Explicit DI,Data Available
Mexico,1981,No Explicit DI,Data Available
Mexico,1982,No Explicit DI,Data Available
Mexico,1983,No Explicit DI,Data Available
Mexico,1984,No Explicit DI,Data Available
Mexico,1985,No Explicit DI,Data Available
Mexico,1986,Ministry of Finance,Data Available
Mexico,1987,Ministry of Finance,Data Available
Mexico,1988,Ministry of Finance,Data Available
Mexico,1989,Ministry of Finance,Data Available
Mexico,1990,Central Bank,Data Available
Mexico,1991,Central Bank,Data Available
Mexico,1992,Central Bank,Data Available
Mexico,1993,Central Bank,Data Available
Mexico,1994,Central Bank,Data Available
Mexico,1995,Central Bank,Data Available
Mexico,1996,Central Bank,Data Available
Mexico,1997,Central Bank,Data Available
Mexico,1998,Central Bank,Data Available
Mexico,1999,Central Bank,Data Available
Mexico,2000,Central Bank,Data Available
Mexico,2001,Central Bank,Data Available
Mexico,2002,Central Bank,Data Available
Mexico,2003,Central Bank,Data Available
Mexico,2004,Central Bank,Data Available
Mexico,2005,Central Bank,Data Available
Mexico,2006,Central Bank,Data Available
Mexico,2007,Central Bank,Data Available
Micronesia,1991,Special./Indp.,No Crisis Data
Micronesia,1992,Special./Indp.,No Crisis Data
Micronesia,1993,Special./Indp.,No Crisis Data
Micronesia,1994,Special./Indp.,No Crisis Data
Micronesia,1995,Special./Indp.,No Crisis Data
Micronesia,1996,Special./Indp.,No Crisis Data
Micronesia,1997,Special./Indp.,No Crisis Data
Micronesia,1998,Special./Indp.,No Crisis Data
Micronesia,1999,Special./Indp.,No Crisis Data
Micronesia,2000,Special./Indp.,No Crisis Data
Micronesia,2001,Special./Indp.,No Crisis Data
Micronesia,2002,Special./Indp.,No Crisis Data
Micronesia,2003,Special./Indp.,No Crisis Data
Micronesia,2004,Special./Indp.,No Crisis Data
Micronesia,2005,Special./Indp.,No Crisis Data
Micronesia,2006,Special./Indp.,No Crisis Data
Micronesia,2007,Special./Indp.,No Crisis Data
Moldova,1991,No Explicit DI,No Crisis Data
Moldova,1992,No Explicit DI,No Crisis Data
Moldova,1993,No Explicit DI,No Crisis Data
Moldova,1994,No Explicit DI,No Crisis Data
Moldova,1995,No Explicit DI,No Crisis Data
Moldova,1996,No Explicit DI,No Crisis Data
Moldova,1997,No Explicit DI,No Crisis Data
Moldova,1998,No Explicit DI,No Crisis Data
Moldova,1999,No Explicit DI,No Crisis Data
Moldova,2000,No Explicit DI,No Crisis Data
Moldova,2001,No Explicit DI,No Crisis Data
Moldova,2002,No Explicit DI,No Crisis Data
